2013-04-01 00:00:08,053 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:28:38,444 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:29:08,445 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:29:38,446 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:30:08,447 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:30:38,448 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:31:08,450 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:31:38,451 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:32:08,452 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:32:38,453 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:33:08,454 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:33:38,455 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:34:08,457 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:34:38,458 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:35:08,459 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:35:38,460 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:36:08,461 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:36:38,462 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:37:08,464 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:37:38,465 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:38:08,466 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:38:38,467 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:39:08,468 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:39:38,469 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:40:08,471 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:40:38,472 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:41:08,473 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:41:38,474 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:42:08,475 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:42:38,477 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:43:08,478 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:43:38,479 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:44:08,480 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:44:38,482 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:45:08,483 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:45:38,484 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:46:08,485 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:46:38,486 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:47:08,487 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:47:38,488 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:48:08,490 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:48:38,491 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:49:08,492 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:49:38,493 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:50:08,494 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:50:38,495 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:51:08,496 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:51:38,498 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:52:08,498 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:52:38,499 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:53:08,500 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:53:38,501 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:54:08,503 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:54:38,504 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:55:08,505 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:55:38,506 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:56:08,507 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:56:38,508 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:57:08,509 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:57:38,510 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:58:08,511 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:58:38,512 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:59:08,513 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 02:59:38,514 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:00:08,515 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:00:38,516 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:01:08,517 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:01:38,518 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:02:08,520 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:02:38,521 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:03:08,522 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:03:38,523 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:04:08,524 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:04:38,525 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:05:08,526 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:05:38,527 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:06:08,528 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:06:38,529 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:07:08,530 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:07:38,531 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:08:08,532 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:08:38,533 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:09:08,534 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:09:38,536 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:10:08,537 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:10:38,538 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:11:08,539 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:11:38,540 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:12:08,541 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:12:38,542 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:13:08,543 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:13:38,544 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:14:08,545 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:14:38,546 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:15:08,547 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:15:38,548 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:16:08,550 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:16:38,551 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:17:08,552 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:17:38,553 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:18:08,554 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:18:38,555 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:19:08,556 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:19:38,557 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:20:08,558 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:20:38,559 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:21:08,560 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:21:38,561 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:22:08,562 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:22:38,564 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:23:08,565 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:23:38,566 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:24:08,567 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:24:38,568 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:25:08,569 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:25:38,570 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:26:08,571 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:26:38,572 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:27:08,573 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:27:38,574 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:28:08,576 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:28:38,577 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:29:08,578 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:29:38,579 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:30:08,580 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:30:38,581 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:31:08,582 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:31:38,583 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:32:08,584 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:32:38,585 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:33:08,586 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:33:38,587 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
2013-04-01 03:34:08,589 [Whirlycache Tuner ( default )] [INFO ] [com.whirlycott.cache.CacheDecorator] - Size: 25; Questions: 134; Hits: 82; Adaptive r/w ratio: 2%; Total hitrate: 61%
